1000, 7522, 1, 0
2000, 7563, 1, 0
3000, 7572, 1, 0
4002, 7374, 1, 0
5011, 7232, 1, 0
6000, 7235, 1, 0
7000, 7229, 1, 0
8000, 7255, 1, 0
9000, 7228, 1, 0
10000, 7312, 1, 0
11000, 7254, 1, 0
12016, 7264, 1, 0
13004, 7339, 1, 0
14000, 7530, 1, 0
15000, 7436, 1, 0
16000, 7245, 1, 0
17000, 7236, 1, 0
18006, 7312, 1, 0
19000, 7496, 1, 0
20005, 7319, 1, 0
21016, 7354, 1, 0
22000, 7408, 1, 0
23002, 7544, 1, 0
24022, 7625, 1, 0
25006, 7532, 1, 0
26012, 7506, 1, 0
27008, 7486, 1, 0
28000, 7395, 1, 0
29000, 7494, 1, 0
30009, 7393, 1, 0
31004, 7357, 1, 0
32000, 7540, 1, 0
33001, 7544, 1, 0
34016, 7461, 1, 0
35024, 7421, 1, 0
36014, 7352, 1, 0
37014, 7328, 1, 0
38000, 7401, 1, 0
39000, 7504, 1, 0
40016, 7405, 1, 0
41012, 7505, 1, 0
42000, 7323, 1, 0
43006, 7425, 1, 0
44003, 7421, 1, 0
45008, 7607, 1, 0
46049, 7457, 1, 0
47001, 7511, 1, 0
48054, 7516, 1, 0
49014, 7395, 1, 0
50000, 7420, 1, 0
51000, 8975, 1, 0
52000, 8630, 1, 0
53002, 8693, 1, 0
54009, 8632, 1, 0
55012, 8516, 1, 0
56018, 8502, 1, 0
57008, 8545, 1, 0
58003, 8560, 1, 0
59000, 8552, 1, 0
60021, 8512, 1, 0
